Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB1304,H-CL,0,0,0,,,,,,,,DIC,0
HB1319,H-R;H-T,0,1,0,,,,,,,,I,1
HB1323,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB1417,H-T,0,0,0,,,,,,,,DIC,0
HB1441,H-F,1,0,1,S-F,1,1,0,1,1,1,PIL,0
HB1459,H-T,0,0,0,,,,,,,,DIC,0
HB1489,H-T;H-A,0,0,0,,,,,,,,DIC,0
HB1523,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1525,H-CJ,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB1539,H-R;H-T;H-A,1,0,1,S-F,1,1,1,1,1,1,PIL,0
HB1545,H-R;H-T,0,0,0,,,,,,,,DIC,0
HJ8,H-R,0,0,0,,,,,,,,DIC,0
HJ25,H-R,0,0,0,,,,,,,,DIC,0
HJ41,H-PE,1,0,1,S-PE;S-F,0,0,,,,,DIC,0
HJ58,H-R,0,0,0,,,,,,,,DIC,0
HJ66,H-R,0,0,0,,,,,,,,DIC,0
HJ68,H-R,0,0,0,,,,,,,,DIC,0
HJ87,H-R,1,0,1,S-R,1,0,0,0,,,DIH,1
SB17,S-CL;S-CJ,0,0,0,,,,,,,,DIC,0
SB31,S-F,1,0,1,H-A,0,0,,,,,DIC,0
SB33,S-CJ,0,0,0,,,,,,,,DIC,0
SB46,S-T,0,0,0,,,,,,,,DIC,0
SB73,S-T,1,0,1,H-T;H-A,1,1,1,1,0,1,PIL,0
SB74,S-T;S-CJ,0,1,0,,,,,,,,DIC,0
SB84,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB87,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB88,S-T,0,0,0,,,,,,,,DIC,0
SB97,S-T,0,0,0,,,,,,,,DIC,0
SB104,S-T,1,0,1,H-CJ,0,0,,,,,DIC,0
SB126,S-EH,1,0,1,H-E,1,1,1,1,0,1,PIL,0
SB185,S-T,0,0,0,,,,,,,,DIC,0
SB206,S-T,0,1,0,,,,,,,,I,0
SB275,S-CJ,0,0,0,,,,,,,,DIC,0
SB308,S-CJ,1,0,1,H-CJ,0,0,,,,,DIC,0
SB364,S-T,1,1,1,H-T;H-CL,0,0,,,,,DIC,0
SB381,S-CJ;S-F,0,0,0,,,,,,,,DIC,0
SB398,S-CJ;S-F,0,0,0,,,,,,,,DIC,0
SB400,S-PE;S-F,0,0,0,,,,,,,,DIC,0
SB402,S-CJ;S-F,1,0,1,H-CJ,0,0,,,,,DIC,0
SB466,S-T,1,1,1,H-T,1,1,0,1,0,1,PIL,0
SB492,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB496,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB509,S-T,1,0,1,H-MPP,0,0,1,,,,DIC,0
SB561,S-T,0,0,0,,,,,,,,DIC,0
SB600,S-CJ,0,0,0,,,,,,,,DIC,0
SB611,S-T,0,1,0,,,,,,,,I,0
SB622,S-LG,1,0,1,H-CL,1,1,1,1,0,1,PIL,0
SB643,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB678,S-T,0,0,0,,,,,,,,DIC,0
SB679,S-T,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB737,S-CJ;S-F,0,0,0,,,,,,,,DIC,0
SB744,S-T,0,0,0,,,,,,,,DIC,0
SB847,S-R;S-F,1,0,1,H-T,1,1,0,1,0,1,PIL,0
SB856,S-F,1,0,1,H-A,1,1,1,1,1,1,PIL,0
SB873,S-T,1,0,1,H-T,1,1,1,1,0,1,PIL,0
SB874,S-T,1,0,1,H-T,1,0,,,,,DIH,0
SB898,S-T,0,1,0,,,,,,,,DIC,0
SB917,S-T,1,0,1,H-MPP,0,0,,,,,DIC,0
SB919,S-T,0,0,0,,,,,,,,DIC,0
SB929,S-T,0,1,0,,,,,,,,I,0
SJ32,S-R,0,0,0,,,,,,,,DIC,1
SJ33,S-R,0,0,0,,,,,,,,DIC,1
SJ35,S-PE;S-F,0,0,0,,,,,,,,DIC,0
SJ52,S-R,0,0,0,,,,,,,,DIC,1
